key	flags	ja	ko
S2M:M53LOW:98	dup=S2M:M01LOW:98	やりますね、隊長。	잘하시네요，　대장님．
S2M:M53LOW:99	dup=S2M:M01LOW:99	隊長が\nいてくださってよかった……	대장님이　계셔서　다행……
S2M:M53LOW:100	dup=S2M:M01LOW:100	ふんっ！　この程度……？	흥！　이　정도……？
S2M:M53LOW:101	dup=S2M:M01LOW:101	隊長、すばらしい指揮です！	대장님，　훌륭한　지휘예요！
S2M:M53LOW:102	dup=S2M:M01LOW:102	隊長が、私の力を\n何倍にもしてくれます。	대장님이　제　힘을\n몇　배나　키워　주세요．
S2M:M53LOW:103	dup=S2M:M01LOW:103	やっちまえ！　隊長！	해치워！　대장님！
S2M:M53LOW:104	dup=S2M:M01LOW:104	あたいがついてるぜ、隊長。	내가　곁에　있어，　대장．
S2M:M53LOW:105	dup=S2M:M01LOW:105	隊長の気合を見せてくれ！	대장님，　기합을　보여　줘！
S2M:M53LOW:106	dup=S2M:M01LOW:106	あたいの番だな！	내　차례구나！
S2M:M53LOW:107	dup=S2M:M01LOW:107	みていてくれよなっ！\n隊長！	지켜봐　줘！\n대장！
S2M:M53LOW:108	dup=S2M:M01LOW:108	まとめて面倒みるぜ！	한꺼번에　상대해　주마！
S2M:M53LOW:109	dup=S2M:M01LOW:109	まだまだ、\nどんどんかかってこいっ！	아직　멀었어，\n어서　덤벼！
S2M:M53LOW:110	dup=S2M:M01LOW:110	すまねぇな、隊長。	미안하군，　대장．
S2M:M53LOW:111	dup=S2M:M01LOW:111	へへっ、\n守られるってのも悪くないな。	헤헤，　보호받는　것도\n나쁘지　않군．
S2M:M53LOW:112	dup=S2M:M01LOW:112	へへっ、らしくないぜぇ？\n隊長！	헤헤，　나답지　않지？\n대장！
S2M:M53LOW:113	dup=S2M:M01LOW:113	ちくしょう……\nこんなところで……	젠장……\n이런　곳에서……
S2M:M53LOW:114	dup=S2M:M01LOW:114	隊長、すまない。\nあたいの分まで\nがんばってくれ！	대장，　미안하다．\n내　몫까지\n힘내　줘！
S2M:M53LOW:115	dup=S2M:M01LOW:115	やるじゃねぇか！　隊長！	제법이잖아！　대장！
S2M:M53LOW:116	dup=S2M:M01LOW:116	ほれぼれするぜ！　隊長！	감탄스럽군！　대장！
S2M:M53LOW:117	dup=S2M:M01LOW:117	ざっとこんなもんだぜ！	대충　이　정도지！
S2M:M53LOW:118	dup=S2M:M01LOW:118	へっへーん！\nどうだい！　隊長！	헤헤ー！\n어때！　대장！
S2M:M53LOW:119	dup=S2M:M01LOW:119	誰もあたいたちを\n止められねぇぜ！	아무도　우릴\n막을　수　없어！
S2M:M53LOW:120	dup=S2M:M01LOW:120	がんばろうね、お兄ちゃん。	힘내자，　오빠．
S2M:M53LOW:121	dup=S2M:M01LOW:121	お兄ちゃん、いっけぇー！	오빠，　가ー！
S2M:M53LOW:122	dup=S2M:M01LOW:122	お兄ちゃん……負けないで！	오빠……　지지　마！
S2M:M53LOW:123	dup=S2M:M01LOW:123	アイリス、いきまーす！	이리스，　갑니다아！
S2M:M53LOW:124	dup=S2M:M01LOW:124	えへへっ、\nアイリスがんばるよ！	에헤헤，\n아이리스　힘낼게！
S2M:M53LOW:125	dup=S2M:M01LOW:125	アイリスが\nがんばらなくちゃ！	아이리스가\n힘내야　해！
S2M:M53LOW:126	dup=S2M:M01LOW:126	アイリス……もうだめ……	아이리스…　이제　안　돼…
S2M:M53LOW:127	dup=S2M:M01LOW:127	アイリスのために\n来てくれたんだぁー！	아이리스를　위해　왔구나ー！
S2M:M53LOW:128	dup=S2M:M01LOW:128	お兄ちゃんは、\n白馬のおうじさまだね！	오빠는\n백마　탄　왕자님이네！
S2M:M53LOW:129	dup=S2M:M01LOW:129	お兄ちゃん……\nアイリスがついてるからね。	오빠……\n아이리스가　곁에　있을게．
S2M:M53LOW:130	dup=S2M:M01LOW:130	あ……止まっちゃった……	아……　멈췄어……
S2M:M53LOW:131	dup=S2M:M01LOW:131	お兄ちゃん……\nごめんね……	오빠……\n미안해……
S2M:M53LOW:132	dup=S2M:M01LOW:132	わーい、やったね！\nお兄ちゃん！	와ー，　해냈다！\n오빠！
S2M:M53LOW:133	dup=S2M:M01LOW:133	お兄ちゃん、\nすごい、すっごーい！	오빠，\n대단해，　정말　대단해ー！
S2M:M53LOW:134	dup=S2M:M01LOW:134	アイリス、すごいでしょ！	아이리스，　대단하지！
S2M:M53LOW:135	dup=S2M:M01LOW:135	ねぇ、ねぇ！\nほめてほめて！	있잖아，　있잖아！\n칭찬해　줘，　칭찬해　줘！
S2M:M53LOW:136	dup=S2M:M01LOW:136	お兄ちゃんがいれば、\nアイリスなんにも恐くないよ！	오빠만　있으면，\n아이리스는　안　무서워！
S2M:M53LOW:137	dup=S2M:M01LOW:137	頼んだで、大神はん。	부탁한다，　오가미　씨．
S2M:M53LOW:138	dup=S2M:M01LOW:138	ウチらの力、見せたろうで！	우리　힘을　보여　주자！
S2M:M53LOW:139	dup=S2M:M01LOW:139	だ、大丈夫かいな、大神はん。	괜찮나，　오가미　씨．
S2M:M53LOW:140	dup=S2M:M01LOW:140	ほな、いってみよか！	그럼，　가　볼까！
S2M:M53LOW:141	dup=S2M:M01LOW:141	大神はん、\nウチにまーかしとき！	오가미　씨，\n나한테　맡겨！
S2M:M53LOW:142	dup=S2M:M01LOW:142	ウチががんばらんと！	내가　힘내야　해！
S2M:M53LOW:143	dup=S2M:M01LOW:143	や、やばいで……	이，　이거　위험해……
S2M:M53LOW:144	dup=S2M:M01LOW:144	お、おおきに、\n大神はん……	고，　고마워，\n오가미　씨……
S2M:M53LOW:145	dup=S2M:M01LOW:145	もう、そないなことされたら、\nウチ……	그렇게까지　해　주면，\n나……
S2M:M53LOW:146	dup=S2M:M01LOW:146	大神はんがおらんと、\nウチ……こまるんや。	오가미　씨가　없으면，\n나……　곤란해．
S2M:M53LOW:147	dup=S2M:M01LOW:147	そのへんで、堪忍や……	이쯤에서　봐줘……
S2M:M53LOW:148	dup=S2M:M01LOW:148	大神はん、すんまへん。	오가미　씨，　미안해．
S2M:M53LOW:149	dup=S2M:M01LOW:149	大神はん、その調子や！	오가미　씨，　그　기세야！
S2M:M53LOW:150	dup=S2M:M01LOW:150	ええ感じやで！　大神はん！	좋은데！　오가미　씨！
S2M:M53LOW:151	dup=S2M:M01LOW:151	いっちょあがりや！	한　건　해냈다！
S2M:M53LOW:152	dup=S2M:M01LOW:152	大神はん、\nやったで、ウチ！	오가미　씨，\n나　해냈어！
S2M:M53LOW:153	dup=S2M:M01LOW:153	ウチらの力を合わせれば、\n千人力や！	우리　힘을　합치면，\n천군만마야！
S2M:M53LOW:154	dup=S2M:M01LOW:154	少尉さん、\nお手並み拝見でーす！	소위님，\n실력을　보여　주세요ー！
S2M:M53LOW:155	dup=S2M:M01LOW:155	早く終わらせて帰りましょー。	빨리　끝내고　돌아가요ー．
S2M:M53LOW:156	dup=S2M:M01LOW:156	ちょっと、\nヤバそうってカンジ！	잠깐，\n좀　위험해　보이는　느낌！
S2M:M53LOW:157	dup=S2M:M01LOW:157	たのしいでーす！	재밌어요ー！
S2M:M53LOW:158	dup=S2M:M01LOW:158	わたしを見ていてくださーい！	저를　지켜봐　주세요ー！
S2M:M53LOW:159	dup=S2M:M10LOW:159	勝手にやらせてもらいまーす！	맘대로　하게　해　주세요ー！
S2M:M53LOW:160	dup=S2M:M01LOW:160	シャワー浴びたいでーす！	샤워하고　싶어요ー！
S2M:M53LOW:161	dup=S2M:M10LOW:161	あはっ！\n少尉さん、サンキュでーす！	아핫！\n소위님，　고마워요ー！
S2M:M53LOW:162	dup=S2M:M01LOW:162	少尉さん、\n無理しなくていいでーす……	소위님，\n무리하지　않아도　돼요……
S2M:M53LOW:163	dup=S2M:M01LOW:163	まったく、\nダメなオトコでーす！	정말이지，\n쓸모없는　남자네요ー！
S2M:M53LOW:164	dup=S2M:M01LOW:164	これ以上はカンベンでーす！	이　이상은　봐주겠어요ー！
S2M:M53LOW:165	dup=S2M:M01LOW:165	もうだめです。\n撤退します……隊長……	이젠　안　돼요．\n후퇴할게요……　대장……
S2M:M53LOW:166	dup=S2M:M01LOW:166	なかなかやるってカンジ！	제법인데요！
S2M:M53LOW:167	dup=S2M:M01LOW:167	少尉さん、\nちょーかっこいいでーす！	소위님，\n정말　멋져요ー！
S2M:M53LOW:168	dup=S2M:M01LOW:168	楽勝でーす！	거뜬해요ー！
S2M:M53LOW:169	dup=S2M:M01LOW:169	うふっ！\n拍手をくださーい！	후훗！\n박수　쳐　주세요ー！
S2M:M53LOW:170	dup=S2M:M01LOW:170	このデュオは最高でーす！	이　듀오는　최고예요ー！
S2M:M53LOW:171	dup=S2M:M01LOW:171	……行動開始。	……행동　개시．
S2M:M53LOW:172	dup=S2M:M07LOW:172	隊長、気を付けて。	대장님，　조심하세요．
S2M:M53LOW:173	dup=S2M:M01LOW:173	……危険だよ。	……위험해．
S2M:M53LOW:174	dup=S2M:M07LOW:174	いくよ！	가자！
S2M:M53LOW:175	dup=S2M:M07LOW:175	指示、よろしく。	지시，　잘　부탁해．
S2M:M53LOW:176	dup=S2M:M08LOW:176	ボクの力で……倒す……	내　힘으로…　쓰러뜨린다…
S2M:M53LOW:177	dup=S2M:M01LOW:177	機体の損傷が激しい……	기체　손상이　심해……
S2M:M53LOW:178	dup=S2M:M01LOW:178	………………	………………
S2M:M53LOW:179	dup=S2M:M07LOW:179	……ありがとう。	．．．고마워．
S2M:M53LOW:180	dup=S2M:M01LOW:180	隊長……しっかり……	대장……　정신　차려……
S2M:M53LOW:181	dup=S2M:M01LOW:181	一時、撤退……	일단　후퇴……
S2M:M53LOW:182	dup=S2M:M07LOW:182	隊長、\nあとは……よろしく。	대장，\n나머지는……　부탁해．
S2M:M53LOW:183	dup=S2M:M01LOW:183	目標、撃破確認……	목표　격파　확인……
S2M:M53LOW:184	dup=S2M:M07LOW:184	やるね、隊長。	잘하네，　대장．
S2M:M53LOW:185	dup=S2M:M01LOW:185	目標撃破……	목표　격파……
S2M:M53LOW:186	dup=S2M:M07LOW:186	隊長……\n次の指示を……	대장……\n다음　지시를……
S2M:M53LOW:187	dup=S2M:M01LOW:187	これが……ボクらの力……！	이게……　우리　힘……！
S2M:M53LOW:188	dup=S2M:M01LOW:188	そぉら、いくぜ！	자아，　간다！
S2M:M53LOW:189	dup=S2M:M01LOW:189	さぁ、楽しませてくれよ。	자，　즐겁게　해　줘．
S2M:M53LOW:190	dup=S2M:M01LOW:190	勝負は……これからだぜ！	승부는……　지금부터야！
S2M:M53LOW:191	dup=S2M:M01LOW:191	なかなか、\nやるじゃねぇか！	제법이군，\n잘하잖아！
S2M:M53LOW:192	dup=S2M:M01LOW:192	おもしれぇ……	재밌군……
S2M:M53LOW:193	dup=S2M:M01LOW:193	大丈夫か、水狐。	괜찮나，　수호．
S2M:M53LOW:194	dup=S2M:M01LOW:194	華麗に燃やしてあげますよ……	화려하게　태워　드리죠……
S2M:M53LOW:195	dup=S2M:M01LOW:195	覚悟してください。	각오하세요．
S2M:M53LOW:196	dup=S2M:M01LOW:196	あははははは！	아하하하하하！
S2M:M53LOW:197	dup=S2M:M01LOW:197	燃やしつくしてやる！	모조리　태워　주마！
S2M:M53LOW:198	dup=S2M:M01LOW:198	ご……ゴミが……	쓰……　쓰레기가……
S2M:M53LOW:199	dup=S2M:M01LOW:199	私の戦いを見せてあげる。	내　싸움을　보여　주지．
S2M:M53LOW:200	dup=S2M:M01LOW:200	やさしくしてあげるわ。	상냥하게　해　줄게．
S2M:M53LOW:201	dup=S2M:M01LOW:201	ふふふ……負けないわよ。	후후후…　지지　않을　거야．
S2M:M53LOW:202	dup=S2M:M01LOW:202	やるわね。\nさすが華撃団……	잘하네．\n역시　화격단……
S2M:M53LOW:203	dup=S2M:M01LOW:203	くっ……\nこれほどとはね……	큭……\n이　정도일　줄이야……
S2M:M53LOW:204	dup=S2M:M01LOW:204	さぁ、ワシの番じゃな。	자，　내　차례로구나．
S2M:M53LOW:205	dup=S2M:M01LOW:205	ワシの計算にぬかりはないぞ。	내　계산엔　빈틈없다．
S2M:M53LOW:206	dup=S2M:M01LOW:206	こ、このままでは\n終わらぬぞ……	이，　이대로는\n끝나지　않아……
S2M:M53LOW:207	dup=S2M:M01LOW:207	これも計算のうちじゃ。	이것도　계산　안이야．
S2M:M53LOW:208	dup=S2M:M01LOW:208	ぬうっ……\nこれは計算外じゃ……	으으……\n이건　계산　밖이야……
S2M:M53LOW:209	dup=S2M:M01LOW:209	狩りとってやる！	사냥해　주마！
S2M:M53LOW:210	dup=S2M:M01LOW:210	今、楽にしてやるからな。	지금　편하게　해　주마．
S2M:M53LOW:211	dup=S2M:M01LOW:211	ひ、ひねり殺してやる！	비，　비틀어　죽여　주마！
S2M:M53LOW:212	dup=S2M:M01LOW:212	勝ったと思うなよ……	이겼다고　생각하지　마……
S2M:M53LOW:213	dup=S2M:M01LOW:213	まだ、終わりではないぞ！	아직　끝나지　않았다！
S2M:M53LOW:214	dup=S2M:M01LOW:214	終わりにしてやる。	끝내　주마．
S2M:M53LOW:215	dup=S2M:M01LOW:215	いくぞ！　華撃団っ！	간다！　화격단！
S2M:M53LOW:216	dup=S2M:M01LOW:216	まだ、まだだっ！	아직，　아직이다！
S2M:M53LOW:217	dup=S2M:M01LOW:217	腕を上げたな……	실력이　늘었구나……
S2M:M53LOW:218	dup=S2M:M01LOW:218	ぐっ……\nわたしの復讐が……	큭……\n내　복수가……
S2M:M53LOW:219	dup=S2M:M01LOW:219	容赦はせぬぞ……	봐주지　않겠다……
S2M:M53LOW:220	dup=S2M:M01LOW:220	お前たちの罪を知れ……	너희의　죄를　깨달아라……
S2M:M53LOW:221	dup=S2M:M01LOW:221	戦いとはいつも無常だ……	싸움은　언제나　덧없다……
S2M:M53LOW:222	dup=S2M:M01LOW:222	愛は死んだ……	사랑은　죽었다……
S2M:M53LOW:223	dup=S2M:M01LOW:223	ぬぅ……やるな……	으음……　제법이군……
S2M:M53LOW:224	dup=S2M:M01LOW:224	私に触れるな！	나에게　손대지　마！
S2M:M53LOW:225	dup=S2M:M01LOW:225	帝都の恨みは、\nこの程度ではないぞ……	제도의　원한은，\n이　정도가　아니다……
S2M:M53LOW:226	dup=S2M:M01LOW:226	最後に勝つのは……私だ！	최후의　승자는……　나다！
S2M:M53LOW:227	dup=S2M:M01LOW:227	この程度で……ぬうっ！	이　정도로……　으음！
S2M:M53LOW:228	dup=S2M:M01LOW:228	思い上がるな……\n偽善者めっ！	우쭐대지　마……\n위선자　자식！
S2M:M54LOW:0	dup=S2M:M01LOW:0	疾きこと風のごとく……\n移動力重視の作戦だ！	빠르기는　바람처럼……\n이동력　중시　작전이다！
S2M:M54LOW:1	dup=S2M:M01LOW:1	今は、この命令を出している。\n移動力を活かして戦おう。	현재　명령은　이것이다．\n이동력을　살려　싸우자．
S2M:M54LOW:2	dup=S2M:M01LOW:2	花組各員に通達！\n「風」作戦を開始するぞ！	화조　전원에게　통보！\n「풍」　작전　개시다！
S2M:M54LOW:3	dup=S2M:M01LOW:3	林のように心静かに……\n本来の力を引き出すんだ！	숲처럼　마음을　고요히……\n본래의　힘을　끌어내자！
S2M:M54LOW:4	dup=S2M:M01LOW:4	今は、この命令を出している。\n本来の力で敵に立ち向かおう。	현재　명령은　이것이다．\n본래의　힘으로　맞서자．
S2M:M54LOW:5	dup=S2M:M01LOW:5	花組各員に通達！\n「林」作戦を開始するぞ！	화조　전원에게　통보！\n「림」　작전　개시다！
S2M:M54LOW:6	dup=S2M:M01LOW:6	炎のように熱く燃える……\n攻撃力重視の作戦だ！	불처럼　뜨겁게　타오르는……\n공격력　중시　작전이다！
S2M:M54LOW:7	dup=S2M:M01LOW:7	今は、この命令を出している。\n攻撃力を活かして戦おう。	현재　명령은　이것이다．\n공격력을　살려　싸우자．
S2M:M54LOW:8	dup=S2M:M01LOW:8	花組各員に通達！\n「火」作戦を開始するぞ！	화조　전원에게　통보！\n「화」　작전　개시다！
S2M:M54LOW:9	dup=S2M:M01LOW:9	構えること山のごとく……\n防御力重視の作戦だ！	산처럼　굳건히　버티는……\n방어력　중시　작전이다！
S2M:M54LOW:10	dup=S2M:M01LOW:10	今は、この命令を出している。\n防御力を活かして戦おう。	현재　명령은　이것이다．\n방어력을　살려　싸우자．
S2M:M54LOW:11	dup=S2M:M01LOW:11	花組各員に通達！\n「山」作戦を開始するぞ！	화조　전원에게　통보！\n「산」　작전　개시다！
S2M:M54LOW:12	dup=S2M:M01LOW:12	このままの作戦でいくぞ！	이대로　작전을　계속한다！
S2M:M54LOW:13	dup=S2M:M01LOW:13	了解！	알겠습니다！
S2M:M54LOW:14		光武・改との仮想戦を行うわ。\n大神機を撃破すれば勝ちよ。	코부　개량형과　모의전．\n오가미기　격파하면　승리．
S2M:M54LOW:15	dup=S2M:M08LOW:15	０メッセージ１－２	０메시지１－２
S2M:M54LOW:16	dup=S2M:M01LOW:16	０メッセージ１－３	０메시지１－３
